,Bonos Serie B(P),,,,
Vida media (años),12,52,10,94,9,60,8,53,7,65
TIR,2,656%,2,656%,2,656%,2,656%,2,656%
Duración,6,93,6,14,5,47,4,93,4,48
Vencimiento final,17 07 2023,16 07 2021,16 07 2019,16 01 2018,17 10 2016
(en años),18,42,16,42,14,42,12,92,11,67
