,Bonos Serie C(P),,,,
Vida media (años),12,62,11,04,9,70,8,63,7,75
TIR,3,174%,3,174%,3,174%,3,174%,3,174%
Duración,9,98,8,94,8,02,7,26,6,61
Vencimiento final,17 07 2023,16 07 2021,16 07 2019,16 01 2018,17 10 2016
(en años),18,42,16,42,14,42,12,92,11,67
