,PAGOS
Fecha,Incremento Gastos Intereses Intereses Intereses Intereses Principal Principal Principal Principal Intereses Amortizac. Inter. Ord. Amortizac. Comisión Remun. Total
Cuenta Corrientes Bonos Bonos Bonos Bonos Amortizado Amortizado Amortizado Amortizado Préstamo Préstamo Préstamo Préstamos Admón. Variable
Amort. "T" CTH's Serie A1(T) Serie A2(T) Serie B(T) Serie C(T) Bonos A1(T) Bonos A2(T) Bonos B(T) Bonos C(T) G. Ini. "T" G. Ini. "T" Sub. "T" Sub. "T" CTH's P. Sub. "T"
(10),(11) (12) (13) (14) (15) (16) (16) (17) (18) (19) (21) (22) (23) (24) (25) (26) (27)
,39.648.737,95 642.325,93 692.712,00 37.547.414,22 4.710.367,602.286.656,67 21.600.000,00 244.200.000,00 17.200.000,00 7.000.000,00 54.390,09 550.000,00 5.125.610,23 7.830.000,00 182.947,35 4.031.346,23 393.302.508,27
18-abr-2005
18-jul-2005
17-oct-2005
16-ene-2006
17-abr-2006
17-jul-2006
16-oct-2006
16-ene-2007
16-abr-2007
16-jul-2007
16-oct-2007
16-ene-2008
16-abr-2008
16-jul-2008
16-oct-2008
16-ene-2009
16-abr-2009
16-jul-2009
16-oct-2009
18-ene-2010
16-abr-2010
16-jul-2010
18-oct-2010
17-ene-2011
18-abr-2011
18-jul-2011
17-oct-2011
16-ene-2012
16-abr-2012
16-jul-2012
16-oct-2012
16-ene-2013
16-abr-2013
16-jul-2013
16-oct-2013
16-ene-2014
16-abr-2014
16-jul-2014
16-oct-2014
16-ene-2015
16-abr-2015
16-jul-2015
16-oct-2015
18-ene-2016
18-abr-2016
18-jul-2016
17-oct-2016
16-ene-2017
17-abr-2017
17-jul-2017
16-oct-2017
16-ene-2018
16-abr-2018
16-jul-2018
16-oct-2018
16-ene-2019
16-abr-2019
16-jul-2019,4.775.818,50 17.594,32 80.100,00 925.925,00 73.816,67 35.875,00 0,00 0,00 0,00 0,00 3.798,67 67.924,34 159.418,80 0,00 4.968,63 18.966,69 6.164.206,62
9.094.789,73 8.518,39 122.522,40 1.416.047,97 112.781,36 54.746,61 0,00 0,00 0,00 0,00 5.049,80 25.372,40 159.210,87 0,00 6.959,38 186.643,95 11.192.642,85
8.903.947,52 8.280,31 122.522,40 1.416.047,97 112.781,36 54.746,61 0,00 0,00 0,00 0,00 4.784,02 25.372,40 158.959,44 0,00 6.735,15 171.838,13 10.986.015,31
8.638.453,37 8.222,11 122.522,40 1.416.047,97 112.781,36 54.746,61 0,00 0,00 0,00 0,00 4.518,24 25.372,40 156.958,44 0,00 6.518,24 158.812,14 10.704.953,28
8.235.728,83 19.390,05 122.522,40 1.416.047,97 112.781,36 54.746,61 0,00 0,00 0,00 0,00 4.252,46 25.372,40 151.588,80 0,00 6.309,59 138.835,92 10.287.576,39
0,00 7.605,49 122.522,40 1.416.047,97 112.781,36 54.746,61 21.600.000,00 26.114.318,94 0,00 0,00 3.986,68 25.372,40 151.293,87 0,00 6.107,11 137.813,02 49.752.595,84
0,00 7.394,35 0,00 1.264.618,29 112.781,36 54.746,61 0,00 7.895.090,29 0,00 0,00 3.720,90 25.372,40 150.955,44 0,00 5.908,28 140.200,84 9.660.788,75
0,00 7.410,18 0,00 1.232.230,66 114.020,71 55.348,22 0,00 7.658.468,84 0,00 0,00 3.493,09 25.372,40 148.954,44 0,00 5.778,78 135.571,99 9.386.649,32
0,00 18.780,15 0,00 1.161.521,72 111.542,00 54.145,00 0,00 7.301.639,43 0,00 0,00 3.154,30 25.372,40 143.758,80 0,00 5.470,20 112.994,71 8.938.378,71
0,00 6.796,04 0,00 1.132.087,34 112.781,36 54.746,61 0,00 7.148.040,81 0,00 0,00 2.923,57 25.372,40 143.376,87 0,00 5.351,50 119.620,28 8.751.096,78
0,00 6.669,99 0,00 1.102.622,87 114.020,71 55.348,22 0,00 6.994.474,27 0,00 0,00 2.686,99 25.372,40 142.951,44 0,00 5.232,22 114.324,45 8.563.703,56
0,00 6.705,45 0,00 1.061.618,15 114.020,71 55.348,22 0,00 6.783.611,69 0,00 0,00 2.418,29 25.372,40 140.950,44 0,00 5.059,98 107.567,01 8.302.672,35
0,00 18.860,10 0,00 1.010.742,54 112.781,36 54.746,61 0,00 6.523.278,26 0,00 0,00 2.126,23 25.372,40 137.439,12 0,00 4.840,20 87.409,30 7.977.596,11
0,00 6.705,45 0,00 972.915,86 112.781,36 54.746,61 0,00 6.328.015,77 0,00 0,00 1.860,45 25.372,40 135.459,87 0,00 4.680,82 93.434,59 7.735.973,18
0,00 6.705,45 0,00 946.509,60 114.020,71 55.348,22 0,00 6.190.287,16 0,00 0,00 1.612,20 25.372,40 134.947,44 0,00 4.574,64 88.794,40 7.568.172,22
0,00 6.846,79 0,00 910.219,39 114.020,71 55.348,22 0,00 6.002.549,44 0,00 0,00 1.343,50 25.372,40 132.946,44 0,00 4.422,21 82.963,37 7.336.032,48
0,00 19.305,30 0,00 856.007,39 111.542,00 54.145,00 0,00 5.723.165,52 0,00 0,00 1.051,43 25.372,40 128.098,80 0,00 4.182,68 62.565,41 6.985.435,94
0,00 6.846,79 0,00 832.331,54 112.781,36 54.746,61 0,00 5.599.501,40 0,00 0,00 797,34 25.372,40 127.542,87 0,00 4.088,53 71.126,74 6.835.135,57
0,00 6.846,79 0,00 808.651,27 114.020,71 55.348,22 0,00 5.475.946,62 0,00 0,00 537,40 25.372,40 126.943,44 0,00 3.994,02 67.194,05 6.684.854,92
0,00 6.991,66 0,00 793.430,34 116.499,42 56.551,44 0,00 5.308.816,61 0,00 0,00 274,54 25.372,40 124.942,44 0,00 3.943,09 67.425,30 6.504.247,25
0,00 19.761,64 0,00 713.016,36 109.063,29 52.941,78 0,00 5.061.869,66 0,00 0,00 0,00 0,00 120.268,80 0,00 3.567,40 64.017,46 6.144.506,39
0,00 6.991,66 0,00 707.971,36 112.781,36 54.746,61 0,00 4.950.905,55 0,00 0,00 0,00 0,00 119.625,87 197.638,93 3.564,67 77.509,31 6.231.735,32
0,00 6.991,66 0,00 701.655,70 116.499,42 56.551,44 0,00 3.421.925,14 1.008.377,89 409.783,21 0,00 0,00 115.937,26 261.364,66 3.556,24 80.531,07 6.183.173,69
0,00 7.140,16 0,00 659.419,64 106.169,37 51.541,72 0,00 3.908.372,88 556.489,25 226.498,91 0,00 0,00 110.083,37 253.333,50 3.324,88 73.939,65 5.956.313,33
0,00 20.229,39 0,00 636.756,07 102.520,43 49.770,28 0,00 3.726.665,29 530.617,02 215.968,55 0,00 0,00 102.209,64 241.555,55 3.211,56 62.151,16 5.691.654,95
0,00 7.140,16 0,00 615.146,18 99.041,15 48.081,21 0,00 3.643.734,13 518.808,96 211.162,51 0,00 0,00 98.099,90 236.180,10 3.101,70 73.293,02 5.553.789,01
0,00 7.140,16 0,00 594.017,17 95.639,29 46.429,72 0,00 3.560.947,13 507.021,42 206.364,82 0,00 0,00 94.074,49 230.814,00 2.994,02 71.017,84 5.416.460,06
0,00 7.292,37 0,00 573.368,23 92.314,72 44.815,75 0,00 3.450.720,42 491.326,92 199.976,93 0,00 0,00 89.166,43 223.669,31 2.889,95 69.573,98 5.245.115,01
0,00 20.708,83 0,00 553.358,46 89.093,06 43.251,74 0,00 3.317.083,01 472.299,11 192.232,35 0,00 0,00 83.555,73 215.007,18 2.789,36 55.848,02 5.045.226,85
0,00 7.292,37 0,00 534.123,62 85.996,17 41.748,30 0,00 3.215.061,98 457.772,96 186.320,00 0,00 0,00 79.142,12 208.394,37 2.692,14 68.142,65 4.886.686,68
