,Bonos Serie B,,
Vida media (años),27,32,23,32,19,84
TIR,4,711%,4,711%,4,710%
Duración (años),14,94,13,74,12,50
Vencimiento final,23 04 2036,23 04 2032,23 10 2028
(en años),27,38,23,38,19,88
