,Bonos Serie C,,
Vida media (años),27,38,23,38,19,88
TIR,5,342%,5,342%,5,341%
Duración (años),13,95,12,93,11,84
Vencimiento final,23 04 2036,23 04 2032,23 10 2028
(en años),27,38,23,38,19,88
