PRINCIPAL PENDIENTE DE LOS PRESTAMOS ASOCIADOS,,,,
NO HIPOTECARIOS DESGLOSADO POR PROVINCIAS,,,,
PROVINCIA,SALDOS VIVOS
(MILES),% SALDOS VIVOS,NUMERO DE
PRESTAMOS,% NO. DE
PRESTAMOS
1 ALAVA 168.857,48 0,19% 6 0,15%
2 ALBACETE 296.179,50 0,34% 13 0,32%
3 ALICANTE 9.656.973,69 11,04% 512 12,75%
4 ALMERIA 4.029.066,00 4,61% 179 4,46%
5 AVILA 137.033,06 0,16% 9 0,22%
6 BADAJOZ 751.308,94 0,86% 43 1,07%
7 BALEARES 7.719.311,53 8,83% 287 7,15%
8 BARCELONA 2.701.198,60 3,09% 94 2,34%
9 BURGOS 472.584,86 0,54% 27 0,67%
10 CACERES 366.874,46 0,42% 20 0,50%
11 CADIZ 1.962.938,76 2,24% 85 2,12%
12 CASTELLON 2.385.988,82 2,73% 126 3,14%
13 CIUDAD REAL 620.897,92 0,71% 33 0,82%
14 CORDOBA 1.598.433,38 1,83% 67 1,67%
15 LA CORUñA 2.038.129,29 2,33% 116 2,89%
16 CUENCA 84.157,78 0,10% 5 0,12%
17 GERONA 1.750.596,76 2,00% 71 1,77%
18 GRANADA 2.264.098,12 2,59% 103 2,56%
19 GUADALAJARA 500.461,67 0,57% 19 0,47%
20 GUIPUZCOA 51.460,70 0,06% 4 0,10%
21 HUELVA 1.346.464,35 1,54% 72 1,79%
22 HUESCA 405.247,10 0,46% 27 0,67%
23 JAEN 925.870,47 1,06% 52 1,29%
24 LEON 404.018,12 0,46% 23 0,57%
25 LERIDA 998.312,28 1,14% 55 1,37%
26 LA RIOJA 178.539,34 0,20% 8 0,20%
27 LUGO 333.626,85 0,38% 22 0,55%
28 MADRID 4.592.906,62 5,25% 155 3,86%
29 MALAGA 3.418.202,32 3,91% 126 3,14%
30 MURCIA 3.762.355,56 4,30% 184 4,58%
31 NAVARRA 618.581,74 0,71% 28 0,70%
32 ORENSE 447.815,25 0,51% 23 0,57%
33 ASTURIAS 2.991.656,41 3,42% 177 4,41%
34 PALENCIA 120.547,73 0,14% 6 0,15%
35 LAS PALMAS 6.328.268,23 7,24% 258 6,42%
36 PONTEVEDRA 994.791,87 1,14% 45 1,12%
37 SALAMANCA 399.662,05 0,46% 21 0,52%
SANTA CRUZ DE
38 TENERIFE 3.717.396,50 4,25% 168 4,18%
39 CANTABRIA 1.402.433,86 1,60% 64 1,59%
40 SEGOVIA 162.012,79 0,19% 8 0,20%
41 SEVILLA 3.136.792,34 3,59% 155 3,86%
42 SORIA 48.369,86 0,06% 2 0,05%,,,,
