Entidades Aseguradoras,,Bonos,,,Bonos,,,Bonos,,,Bonos,,,Bonos,,,Bonos,
,,Serie A1,,,Serie A2,,,Serie B,,,Serie C,,,Serie D,,,Serie E,
BANCO SANTANDER
CENTRAL HISPANO,129,,,355,,,36,,,20,7,,,4,5,,,9,9,,
AHORRO CORPORACIÓN
FINANCIERA,0,,,10,,,0,,,0,,,0,,,0,,
BANKINTER,0,,,10,,,0,,,0,,,0,,,0,,
Total,129,,,375,,,36,,,20,7,,,4,5,,,9,9,,
