% TACP,0%,5%,10%,15%,20%,25%
SERIE E,,,,,,
VIDA MEDIA
ESTIMADA,28,20,18,14,11,98,8,57,6,53,5,32
TIR,6,466%,6,466%,6,466%,6,466%,6,466%,6,466%
DURACION
ESTIMADA,12,41,9,96,7,70,6,09,4,95,4,19
VIDA FINAL
ESTIMADA,33,93,24,92,17,42,12,66,9,66,7,91
FECHA FINAL
ESTIMADA,septiembre-40,septiembre-31,marzo-24,junio-19,junio-16,septiembre-14
