PRINCIPAL PENDIENTE DE LOS PRESTAMOS ASOCIADOS,,,,
CON RANGO DE SEGUNDA HIPOTECA DESGLOSADO POR PROVINCIAS,,,,
PROVINCIA,SALDOS VIVOS
(MILES),% SALDOS VIVOS,NUMERO DE
PRESTAMOS,% NO. DE
PRESTAMOS
1 ALAVA 171,19 0,54 4 0,59
3 ALICANTE 356,12 1,14 9 1,34
4 ALMERIA 220,55 0,7 5 0,74
6 BADAJOZ 189,01 0,6 5 0,74
7 BALEARES 2.054,42 6,57 42 6,26
8 BARCELONA 5.561,35 17,8 111 16,56
9 BURGOS 44,19 0,14 1 0,14
10 CACERES 43,43 0,13 1 0,14
11 CADIZ 580,73 1,85 13 1,94
12 CASTELLON 253,18 0,81 6 0,89
13 CIUDAD REAL 78,16 0,25 2 0,29
15 LA CORUñA 297,90 0,95 7 1,04
16 CUENCA 95,04 0,3 3 0,44
17 GERONA 809,55 2,59 19 2,83
18 GRANADA 598,19 1,91 12 1,79
19 GUADALAJARA 357,90 1,14 7 1,04
20 GUIPUZCOA 42,66 0,13 1 0,14
21 HUELVA 112,12 0,35 3 0,44
22 HUESCA 55,87 0,17 2 0,29
23 JAEN 48,24 0,15 1 0,14
25 LERIDA 368,97 1,18 12 1,79
28 MADRID 9.967,77 31,91 210 31,34
29 MALAGA 1.482,60 4,74 32 4,77
30 MURCIA 245,85 0,78 6 0,89
31 NAVARRA 346,62 1,1 7 1,04
32 ORENSE 45,79 0,14 1 0,14
33 ASTURIAS 349,27 1,11 7 1,04
35 LAS PALMAS 1.620,06 5,18 32 4,77
36 PONTEVEDRA 277,67 0,88 5 0,74
37 SALAMANCA 21,60 0,06 1 0,14
SANTA CRUZ DE
38 TENERIFE 366,70 1,17 8 1,19
39 CANTABRIA 230,39 0,73 5 0,74
41 SEVILLA 925,69 2,96 21 3,13
43 TARRAGONA 372,76 1,19 7 1,04
45 TOLEDO 981,84 3,14 22 3,28
46 VALENCIA 472,95 1,51 11 1,64
48 VIZCAYA 396,92 1,27 10 1,49
50 ZARAGOZA 788,60 2,52 19 2,83,,,,
TOTALES: 31.232.044,28 € 100 670 100,,,,
