% TACP,0%,5%,10%,15%,20%,25%
SERIE D,,,,,,
VIDA MEDIA
ESTIMADA,27,77,17,71,11,58,8,26,6,29,5,05
TIR,5,422%,5,422%,5,422%,5,422%,5,422%,5,422%
DURACION
ESTIMADA,13,80,10,72,8,05,6,25,5,02,4,17
VIDA FINAL
ESTIMADA,33,93,24,92,17,42,12,66,9,66,7,91
FECHA FINAL
ESTIMADA,septiembre-40,septiembre-31,marzo-24,junio-19,junio-16,septiembre-14
