% TACP,0%,5%,10%,15%,20%,25%
SERIE A1,,,,,,
VIDA MEDIA
ESTIMADA,6,37,2,07,1,23,0,89,0,70,0,59
TIR,3,397%,3,397%,3,397%,3,397%,3,397%,3,397%
DURACION
ESTIMADA,5,44,1,92,1,16,0,85,0,67,0,57
VIDA FINAL
ESTIMADA,11,41,4,16,2,41,1,66,1,16,0,91
FECHA FINAL
ESTIMADA,marzo-18,diciembre-10,marzo-09,junio-08,diciembre-07,septiembre-07
