% TACP,0%,5%,10%,15%,20%,25%
SERIE B,,,,,,
VIDA MEDIA
ESTIMADA,27,77,17,71,11,58,8,26,6,29,5,05
TIR,3,623%,3,623%,3,623%,3,623%,3,623%,3,623%
DURACION
ESTIMADA,16,97,12,48,9,01,6,86,5,39,4,43
VIDA FINAL
ESTIMADA,33,93,24,92,17,42,12,66,9,66,7,91
FECHA FINAL
ESTIMADA,septiembre-40,septiembre-31,marzo-24,junio-19,junio-16,septiembre-14
