% TACP,0%,5%,10%,15%,20%,25%
SERIE A2,,,,,,
VIDA MEDIA
ESTIMADA,23,38,13,55,8,70,6,18,4,71,3,78
TIR,3,480%,3,480%,3,480%,3,480%,3,480%,3,480%
DURACION
ESTIMADA,15,27,10,05,7,01,5,23,5,23,3,37
VIDA FINAL
ESTIMADA,33,93,24,92,17,42,12,66,12,66,7,91
FECHA FINAL
ESTIMADA,septiembre-40,septiembre-31,marzo-24,junio-19,junio-16,septiembre-14
