TIPO DE INTERES ACTUAL DE LOS PRESTAMOS HIPOTECARIOS,,,,
INTERVALO (EUROS),Saldo Vivo
(MILES),%Saldo Vivo,Nº préstamos,%Nº préstamos
2,00 - 2,50 45.156,55 2,51 160 1,26
2,50 - 3,00 31.471,83 1,75 179 1,41
3,00 - 3,50 117.233,30 6,53 733 5,8
3,50 - 4,00 660.918,32 36,85 4.336 34,36
4,00 - 4,50 453.294,88 25,27 3.363 26,65,,,,
4,50 - 5,00 398.245,30 22,2 3.151 24,97,,,,
5,00 - 5,50 51.822,73 2,89 400 3,17,,,,
