% TACP,0%,5%,10%,15%,20%,25%
SERIE C,,,,,,
VIDA MEDIA
ESTIMADA,27,77,17,71,11,58,8,26,6,29,5,05
TIR,3,849%,3,849%,3,849%,3,849%,3,849%,3,849%
DURACION
ESTIMADA,16,52,12,24,8,89,6,75,5,35,4,40
VIDA FINAL
ESTIMADA,33,93,24,92,17,42,12,66,9,66,7,91
FECHA FINAL
ESTIMADA,septiembre-40,septiembre-31,marzo-24,junio-19,junio-16,septiembre-14
