,LENDING ENTITY,,,SHARE (EUROS),
CAJA GENERAL DE AHORROS DE GRANADA,,,832,504.26,,
UNIÓN DE CRÉDITO PARA LA FINANCIACIÓN MOBILIARIA
E INMOBILIARIA, CREDIFIMO, E.F.C., S.A.,,,707,628.61,,
,Total,,,1,540,132.87,
