Cartera de préstamos hipotecarios al día 23.10.2006
Clasificación por Deudor,,
,Préstamos
%,Principal pendiente
(euros) %
Deudor 1,1 0,01,948.593,28 0,10
Deudor 2,1 0,01,879.303,61 0,09
Deudor 3,1 0,01,771.363,41 0,08
Deudor 4,1 0,01,770.000,00 0,08
Deudor 5,1 0,01,713.524,47 0,07
Deudor 6,1 0,01,703.003,42 0,07
Deudor 7,1 0,01,678.067,83 0,07
Deudor 8,2 0,02,667.309,64 0,07
Deudor 9,1 0,01,657.054,98 0,07
Deudor 10,1 0,01,655.826,07 0,07
Resto: 10.238 deudores,10.421 99,89,977.016.275,13 99,24
Total 10.248 deudores 10.432 100,000 984.460.321,84 100,000,,
