,Bonos Serie A2(G),,,,
Vida media (años),7,66,7,18,6,71,6,27,5,99
TIR,4,285%,4,285%,4,285%,4,285%,4,285%
Duración (años),6,31,5,97,5,64,5,31,5,10
Vencimiento final,22 06 2015,22 12 2014,23 06 2014,23 12 2013,23 09 2013
(en años),8,03,7,53,7,03,6,53,6,28
