,Bonos Serie C,,,,
Vida media (años),5,29,4,95,4,65,4,37,4,16
TIR,5,125%,5,125%,5,125%,5,125%,5,125%
Duración (años),4,38,4,14,3,92,3,71,3,55
Vencimiento final,22 06 2015,22 12 2014,23 06 2014,23 12 2013,23 09 2013
(en años),8,03,7,53,7,03,6,53,6,28
