,Bonos Serie B,,,,
Vida media (años),5,29,4,95,4,65,4,37,4,16
TIR,4,599%,4,599%,4,599%,4,599%,4,599%
Duración (años),4,46,4,22,3,99,3,77,3,61
Vencimiento final,22 06 2015,22 12 2014,23 06 2014,23 12 2013,23 09 2013
(en años),8,03,7,53,7,03,6,53,6,28
