Entidad,,Importe Nominal Asegurado,,,,
Aseguradora,,,,,,
,,Bonos Serie A1,Bonos Serie A2,Bonos Serie B,Bonos Serie C,Bonos Serie D
Barclays Bank
PLC, actuando a
través de su
división de
banca de
inversión
Barclays Capital,,462.000.000 €,1.525.000.000 €,21.000.000 €,21.000.000 €,21.000.000 €
Bancaja,,-,20.000.000 €,-,-,
Caixa d´Estalvis
de Catalunya,,-,10.000.000 €,-,-,
ING Belgium
SA/NV,,,10.000.000 €,,,
Fortis Bank NV-
SA,,,10.000.000 €,,,
TOTAL,,462.000.000 €,1.575.000.000 €,21.000.000 €,21.000.000 €,21.000.000 €
