ENTIDAD,SERIE A1,,SERIE A2,,SERIE A3,,SERIE B,
,Nº,Importe,Nº,Importe,Nº,Importe,Nº,Importe
CAM,-,-,-,-,1.000,100.000.000,-,-
CALYON,3.430,343.000.000,1.550,155.000.000,3.370,337.000.000,500,50.000.000
DEXIA,-,-,-,-,1.500,150.000.000,-,-
UBM,-,-,-,-,1.500,150.000.000,-,-
EBN,-,-,-,-,50,5.000.000,-,-
BSCH,-,-,-,-,50,5.000.000,-,-
NATEXIS,-,-,-,-,50,5.000.000,-,-
TOTAL,3.430,343.000.000,1.550,155.000.000,7.520,752.000.000,500,50.000.000
