,Recursos Propios,,31/12/2003,31/12/2004,31/12/2005 (*)
,(euros),,,,
Capital,,,903.000,903.000,903.000
Reservas,,,,,
Reserva Legal,,,180.600,00,180.600,00,180.600,00
Reservas Voluntarias,,,1.107.137,92,1.426.151,51,1.899.187,52
Perdidas y Ganancias,,,,,
Beneficio ejercicio,,,859.013,59,1.273.036,01,1.509.899,26
TOTAL,,,3.049.751,51,3.782.787,52,4.492.686,78
