Consejero,Sociedad,,Actividad,,
,,Sociedad,,Actividad,
ABAD RICO, CARLOS,,HAYA REAL ESTATE, S.L.U.,,CONSEJERO DELEGADO,
,,LAFORMATA, SERVICIOS Y GESTIONES,,,ADMINISTRADOR,
,,S.L.U.,,MANCOMUNADO,
,,GESNOVA, GESTION INMOBILIARIA,,ADMINISTRADOR,
,,INTEGRAL, S.L.U.,,MANCOMUNADO,
,HAYA ONLINE, S.A.U.,,,ADMINISTRADOR,
,,,,MANCOMUNADO,
DE LA VEGA
JUNQUERA, CÉSAR,HAYA REAL ESTATE, S.L.U.,,,DIRECTOR RED NEGOCIO,
,,,,MAYORISTA,
SOTOMAYOR
APARICIO, MIGUEL,HAYA REAL ESTATE, S.L.U.,,,DIRECTOR ESTRATEGIA Y,
,,,,DESARROLLO,
