,Bonos Serie C,,,,
Vida media (años),19,06,15,71,13,16,11,20,9,68
TIR,6,177%,6,177%,6,177%,6,177%,6,177%
Duración (años),10,50,9,37,8,38,7,52,6,78
Vencimiento final,20 12 2034,20 03 2031,20 12 2027,20 03 2025,20 12 2022
(en años),26,58,22,82,19,57,16,82,14,57
