,,,,,31.12.2008,,31.12.2007,,(A)/(B),
,,,,,,,,,,
,BALANCE (millones de euros),,,,,,,,,
,,,,288,,247,,1,168,,
,,,,,214,,198,,1,080,
,,,,,235,,213,,1,102,
,,,,,29,,44,,0,675,
,,,,,264,,257,,1,030,
,,,,,28,,26,,1,071,
,,,,,27,,25,,1,082,
,,,,,,,,,,
CUENTA DE RESULTADOS (millones de euros),,,,,,,,,,
,,,,,7,,7,,1,083,
,,,,,8,,8,,1,063,
,,,,,8,,8,,1,077,
,,,,,4,,4,,1,087,
,,,,,3,,3,,1,001,
,,,,,2,,2,,1,026,
,,,,,,,,,,
RATIOS RELEVANTES (%),,,,,,,,,,
,,,,,1,62,,1,68,,,
,,,,,8,08,,8,60,,,
,,,,,0,80,,0,87,,,
,,,,2,10,,1,45,,,,
,,,,,,,,,,
,,,,,43,99,,45,04,,,
,,,,,47,10,,47,57,,,
,,,,,0,02,,0,03,,,
,,,,,0,84,,2,47,,,
,,,,,133,01,,69,08,,,
,,,,,,,,,,
,RATIOS DE CAPITAL (NORMATIVA BIS) (%),,,,,,,,,
,,,,,14,61,,11,32,,,
,,,,,15,45,,11,32,,,
,,,,,16,93,,11,60,,,
,,,,,,,,,,
,INFORMACIÓN ADICIONAL,,,,,,,,,
,,,,,12.235,,12.146,,,
,,,,,4.857,,4.785,,,
,,,,,51,,53,,,
,,,,,9,,9,,,
