,,,,,31.12.2008,,31.12.2007,,(A)/(B),
,,,,,,,,,,
,BALANCE (millones de euros),,,,,,,,,
,,,,1.236,,1.289,,0,959,,
,,,,,996,,943,,1,056,
,,,,,1.018,,1.149,,0,886,
,,,,,43,,51,,0,851,
,,,,,1.061,,1.199,,0,885,
,,,,,95,,87,,1,100,
,,,,,94,,86,,1,103,
,,,,,,,,,,
CUENTA DE RESULTADOS (millones de euros),,,,,,,,,,
,,,,,34,,33,,1,028,
,,,,,42,,41,,1,030,
,,,,,42,,42,,1,010,
,,,,,14,,16,,0,900,
,,,,,9,,13,,0,712,
,,,,,8,,11,,0,695,
,,,,,,,,,,
RATIOS RELEVANTES (%),,,,,,,,,,
,,,,,1,17,,1,35,,,
,,,,,9,05,,15,27,,,
,,,,,0,63,,0,94,,,
,,,,1,01,,1,20,,,,
,,,,,60,29,,56,70,,,
,,,,,65,69,,61,50,,,
,,,,,1,99,,1,03,,,
,,,,,1,38,,0,92,,,
,,,,,110,,191,,,
,,,,,,,,,,
RATIOS DE CAPITAL (NORMATIVA BIS) (%),,,,,,,,,,
,,,,,10,58,,8,55,,,
,,,,,1,52,,1,49,,,
,,,,,12,10,,10,04,,,
,,,,,,,,,,
INFORMACIÓN ADICIONAL,,,,,,,,,,
,,,,,283.475,,256.522,,,
,,,,,19.919,,19.105,,,
,,,,,358,,327,,,
,,,,,68,,63,,,
