,,,,31.12.2008,31.12.2008,31.12.2007,31.12.2007,(A)/(B)
,,,,,,,,
BALANCE (millones de euros),BALANCE (millones de euros),,,,,,,
,,,,1.200,,1.171,,1,025
,,,,,1.200,,1.171,
,,,,1.061,,1.017,,1,043
,,,,,1.061,,1.017,
,,,,975,,978,,0,997
,,,,,975,,978,
,,,,54,,65,,0,831
,,,,,54,,65,
,,,,1.029,,1.044,,0,986
,,,,,1.029,,1.044,
,,,,107,,99,,1,081
,,,,,107,,99,
,,,,106,,98,,1,082
,,,,,106,,98,
,,,,,,,,
,,,,,,,,
CUENTA DE RESULTADOS (millones de euros),CUENTA DE RESULTADOS (millones de euros),,,,,,,
,,,,,,,,
,,,,34,,33,,1,030
,,,,,34,,33,
,,,,44,,41,,1,073
,,,,,44,,41,
,,,,44,,41,,1,073
,,,,,44,,41,
,,,,11,,12,,0,917
,,,,,11,,12,
,,,,10,,13,,0,769
,,,,,10,,13,
,,,,,,,,
,,,,,,,,
RATIOS RELEVANTES (%),RATIOS RELEVANTES (%),,,,,,,
,,,,,,,,
,,,,0,90,,1,11,,
,,,,,0,90,,1,11,
,,,,8,16,,11,51,,
,,,,,8,16,,11,51,
,,,,0,71,,0,97,,
,,,,,0,71,,0,97,
,,,,1,25,,1,41,,
,,,,51,29,,49,99,,
,,,,,51,29,,49,99,
,,,,57,26,,55,65,,
,,,,,57,26,,55,65,
,,,,2,74,,1,44,,
,,,,,2,74,,1,44,
,,,,1,61,,0,74,,
,,,,,1,61,,0,74,
,,,,110,92,,191,85,,
,,,,,110,92,,191,85,
,,,,,,,,
,,,,,,,,
RATIOS DE CAPITAL (NORMATIVA BIS) (%),RATIOS DE CAPITAL (NORMATIVA BIS) (%),,,,,,,
,,,,,,,,
,,,,11,48,,9,53,,
,,,,,11,48,,9,53,
,,,,12,44,,10,76,,
,,,,,12,44,,10,76,
,,,,13,35,,10,82,,
,,,,,13,35,,10,82,
,,,,,,,,
,,,,,,,,
INFORMACIÓN ADICIONAL,INFORMACIÓN ADICIONAL,,,,,,,
,,,,,,,,
,,,,180.710,,176.634,,
,,,,,180.710,,176.634,
,,,,36.166,,34.178,,
,,,,,36.166,,34.178,
,,,,298,,283,,
,,,,,298,,283,
,,,,78,,75,,
,,,,,78,,75,
