,,,,,31.12.2008,,31.12.2007,,(A)/(B),
,,,,,,,,,,
,BALANCE (millones de euros),,,,,,,,,
,,,,174,,171,,1,018,,
,,,,,146,,135,,1,079,
,,,,,148,,150,,0,990,
,,,,,19,,20,,0,958,
,,,,,167,,169,,0,986,
,,,,,16,,16,,0,974,
,,,,,18,,16,,1,098,
,,,,,,,,,,
,CUENTA DE RESULTADOS (millones de euros),,,,,,,,,
,,,,,6,,5,,1,114,
,,,,,6,,5,,1,114,
,,,,,7,,6,,1,142,
,,,,,3,,2,,1,138,
,,,,,1,,2,,0,828,
,,,,1,,2,,0,828,,
,,,,,1,,2,,0,828,
,,,,,,,,,,
,RATIOS RELEVANTES (%),,,,,,,,,
,,,,,1,55,,1,47,,,
,,,,,7,39,,5,63,,,
,,,,,0,78,,1,01,,,
,,,,0,97,,1,34,,,,
,,,,,56,75,,56,58,,,
,,,,,61,33,,61,18,,,
,,,,,2,58,,1,67,,,
,,,,,2,41,,1,66,,,
,,,,,112,76,,125,00,,,
,,,,,,,,,,
,RATIOS DE CAPITAL (NORMATIVA BIS) (%),,,,,,,,,
,,,,,13,24,,13,74,,,
,,,,,0,83,,0,83,,,
,,,,,14,07,,14,57,,,
,,,,,,,,,,
,INFORMACIÓN ADICIONAL,,,,,,,,,
,,,,,17.395,,13.426,,,
,,,,,8.882,,8.463,,,
,,,,,57,,57,,,
,,,,,12,,12,,,
