Retrasos en el pago de cuotas vencidas al día 28.09.2009,,
Intervalo Préstamos Principal pendiente Principal vencido no pagado
Días hipotecarios de vencer % s/ Principal
pendiente total,,
Corriente de pagos,11.224 1.030.536.136,90,
Entre 1 y 15 días,449 41.849.497,75,79.428,23 0,0070
Entre 16 y 30 días,282 29.433.977,82,59.566,61 0,0053
Entre 31 y 60 días,215 23.538.886,83,99.453,45 0,0088
Entre 61 y 90 días,37 4.183.878,60,25.315,34 0,0022
Total 12.207 1.129.542.377,90 263.763,63 0,0234,,
