Cartera de préstamos hipotecarios al día 28.09.2009
Clasificación por periodo de carencia de amortización del principal,,
Vencimiento del periodo de
carencia de principal,Préstamos
hipotecarios
%,Principal pendiente
(euros) %
Sin Carencia,12.149 99,52,1.121.291.493,45 99,27
Del 01/07/2009 al 30/09/2009,2 0,02,450.000,00 0,04
Del 01/10/2009 al 31/12/2009,20 0,16,3.059.164,84 0,27
Del 01/01/2010 al 31/03/2010,16 0,13,1.807.284,47 0,16
Del 01/04/2010 al 30/06/2010,8 0,07,1.204.414,41 0,11
Del 01/07/2010 al 30/09/2010,6 0,05,780.750,73 0,07
Del 01/10/2010 al 31/12/2010,4 0,03,630.450,00 0,06
Del 01/01/2011 al 31/03/2011,1 0,01,210.000,00 0,02
Del 01/04/2011 al 30/06/2011,1 0,01,108.820,00 0,01
Total 12.207 100,00 1.129.542.377,90 100,00,,
