,Bonos Serie C,,
Vida media (años),21,64,19,14,16,64
TIR,1,455%,1,455%,1,455%
Duración (años),18,35,16,51,14,60
Vencimiento final,23 06 2031,22 12 2028,22 06 2026
(en años),21,64,19,14,16,64
