Riesgo acumulado,Garantía,Análisis,Sanción
Hasta 60.000€,Personal,Oficina,Director e Interventor Oficina
Hasta 150.000€,Ambas,Oficina-Inversiones,Departamento de Inversiones
> 150.000€,Ambas,Análisis,Ver ALCANCE Y USO DE LOS
APODERAMIENTOS
Sociedades Vinculadas o
Consejeros,Ambas,Análisis,Consejo Rector (1)
