,Bonos Serie B,,
Vida media (años),21,64,19,14,16,64
TIR,1,250%,1,250%,1,250%
Duración (años),18,77,16,85,14,86
Vencimiento final,23 06 2031,22 12 2028,22 06 2026
(en años),21,64,19,14,16,64
