,Bonos Serie A3,,,,
Vida media (años),19,47,16,95,14,78,12,94,11,40
TIR,4,229%,4,229%,4,229%,4,229%,4,229%
Duración (años),12,85,11,70,10,62,9,62,8,73
Vencimiento final,19 06 2028,19 12 2025,19 09 2023,20 09 2021,19 12 2019
(en años),21,34,18,84,16,58,14,59,12,83
