,Bonos Serie C,,,,
Vida media (años),15,26,13,02,11,22,9,77,8,59
TIR,4,806%,4,806%,4,806%,4,806%,4,806%
Duración (años),10,23,9,14,8,18,7,36,6,65
Vencimiento final,19 06 2028,19 12 2025,19 09 2023,20 09 2021,19 12 2019
(en años),21,34,18,84,16,58,14,59,12,83
