,Bonos Serie E,,,,
Vida media (años),10,25,9,12,8,19,7,44,6,73
TIR,6,990%,6,990%,6,990%,6,990%,6,990%
Duración (años),6,70,6,18,5,72,5,32,4,94
Vencimiento final,26 06 2020,26 12 2018,26 09 2017,26 09 2016,28 09 2015
(en años),14,23,12,73,11,48,10,48,9,48
