,Bonos Serie D,,,,
Vida media (años),9,73,8,64,7,75,7,00,6,35
TIR,5,135%,5,135%,5,135%,5,135%,5,135%
Duración (años),7,22,6,58,6,03,5,55,5,13
Vencimiento final,26 06 2020,26 12 2018,26 09 2017,26 09 2016,28 09 2015
(en años),14,23,12,73,11,48,10,48,9,48
