,Bonos Serie A2,,,,
Vida media (años),6,66,5,90,5,27,4,76,4,32
TIR,2,937%,2,937%,2,937%,2,937%,2,937%
Duración (años),5,70,5,12,4,63,4,22,3,86
Vencimiento final,26 06 2020,26 12 2018,26 09 2017,26 09 2016,28 09 2015
(en años),14,23,12,73,11,48,10,48,9,48
