Payment Date,Notional of the Swap
December 15, 2005,340,000,000 euro
March 15, 2006,305,000,000 euro
June 15, 2006,190,000,000 euro
September 15, 2006,120,000,000 euro
March 15, 2007,40,000,000 euro
September 15, 2007,30,000,000 euro
March 15, 2008,20,000,000 euro
