SERIE E,,,,,
VIDA MEDIA ESTIMADA,18,28,16,03,14,28,12,78,11,53
DURACIÓN ESTIMADA,11,44,10,53,9,76,9,03,8,39
VENCIMIENTO ESTIMADO,18/10/2024,18/07/2022,18/10/2020,18/04/2019,18/01/2018
TIR,5,1911%,5,1911%,5,1911%,5,1911%,5,1911%
