SERIE F,,,,,
VIDA MEDIA ESTIMADA,13,69,11,90,10,52,9,38,8,44
DURACIÓN ESTIMADA,14,98,13,77,12,71,11,75,10,91
VENCIMIENTO ESTIMADO,18/10/2024,18/07/2022,18/10/2020,18/04/2019,18/01/2018
TIR,4,0532%,4,0532%,4,0532%,4,0532%,4,0532%
