,Bonos Serie A1,,,,
Vida media (años),0,71,0,62,0,55,0,51,0,47
TIR,3,791%,3,794%,3,797%,3,800%,3,803%
Duración (años),0,68,0,59,0,53,0,49,0,45
Vencimiento final,24 03 2008,24 12 2007,24 09 2007,24 09 2007,24 09 2007
(en años),1,34,1,09,0,84,0,84,0,84
