,Bonos Serie A2,,,,
Vida media (años),8,31,7,24,6,35,5,65,5,06
TIR,3,812%,3,812%,3,812%,3,812%,3,812%
Duración (años),6,57,5,84,5,23,4,73,4,29
Vencimiento final,22 03 2024,22 06 2022,22 09 2020,24 06 2019,22 03 2018
(en años),17,35,15,60,13,85,12,60,11,34
