CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN CAIXA PENEDÈS FTGENCAT 1 TDA
(División por concentración por Año de Vencimiento)*,,
,,
AÑO DE VENCIMIENTO NUM. PRÉSTAMOS SALDO ACTUAL (euros) SALDO ACTUAL (%),,
2009 20 13.877.628,00 32,52%
2010 35 18.188.473,50 42,62%
2011 10 10.005.970,00 23,45%,,
2012 3,600.428,55,1,41%
TOTAL 68 42.672.500,05 100,00%,,
*Préstamos con Frecuencia de Pago de Principal "A Vencimiento",,
