Margen aplicable al Tipo de Interés de la
Parte B en el Contrato de Permuta de
Intereses para el primer Período de Cálculo,,
Entre
-0,15% y
-0,10%,Entre
-0,10% y
-0,05%,Entre
-0,05% y
0,00%
