TIPOS DE INTERÉS DE REFERENCIA DE LOS PRÉSTAMOS,Principal Pendiente,,Préstamos,
,Euros %,,Número %,
EURIBOR A 1 AÑO,726.836.184,80,43,18%,4.883,34,13%
EURIBOR A 6 MESES,187.221.858,92,11,12%,323,2,26%
EURIBOR A 3 MESES,621.633.429,74,36,93%,8.109,56,67%
EURIBOR HIPOTECARIO A 1 AÑO,1.113.599,26,0,07%,8,0,06%
EURIBOR A UN MES,144.011.882,94,8,56%,984,6,88%
TIPO MANUAL,2.500.000,00,0,15%,1,0,01%
Total:,1.683.316.955,66,100,00%,14.308,100,00%
