PERIODICIDAD EN EL PAGO DE LAS CUOTAS,Principal Pendiente,,Préstamos,
Descripción,Euros %,,Número %,
MENSUAL,710.526.002,73,42,21%,5.452,38,10%
SEMESTRAL,567.638.987,11,33,72%,7.949,55,56%
TRIMESTRAL,276.532.997,04,16,43%,664,4,64%
ANUAL,68.446.941,73,4,07%,104,0,73%
AL VENCIMIENTO,58.044.330,25,3,45%,138,0,96%
SIN PERIODICIDAD,2.127.696,80,0,13%,1,0,01%
Total:,1.683.316.955,66,100,00%,14.308,100,00%
