,Periodo de espera (carencia de principal y de intereses),,
,,,
Préstamos,,No tiene.,
Disposiciones de
Crédito no Hipotecario,,No tiene.,
Crédito Hipotecario,,Hasta 12 meses, durante los que el cliente puede dejar de pagar las cuotas de todas las
disposiciones.
Se pueden aplicar en cualquier momento de la vida del crédito una vez transcurridos dos años
desde la constitución del crédito.,
