Fondo de Titulización,Constitución,Emisión Bonos,Emisión Bonos,Emisión Bonos,Emisión Bonos
,,inicial,Saldo 31/12/2004,Saldo 31/12/05,Saldo 30/09/2006
,,euros,euros,euros,euros
