,Gastos de Constitución,,,,
Tasas CNMV,,,60.033,29,,
Tasas AIAF,,,40.600,00,,
Tasas Sociedad de Gestión de los Sistemas de Registro,
Compensación y Liquidación de Valores, S.A.,,,2.900,00,,
Entidades de Calificación, asesores legales y auditores, gastos
notariales, publicaciones, comisión inicial de la Sociedad Gestora
y otros,,,709.895,71,,
,Subtotal,,,813.429,00,
,Gastos de Emisión y Colocación,,,,
Comisión de dirección,,,70.000,,
Comisión de aseguramiento,,,700.000,,
,Subtotal,,,770.000,
,Total,,,1.583.429,00,
