Cartera de Préstamos Hipotecarios a 12/02/2024,,,,
Clasificación por sistema de amortización,,,,
,Préstamos,,Principal Pendiente,
Sistema de amortización,Hipotecarios,,,
,N.º,%,(euros),%
Francés (1),11.287 99,78,,751.751.088,38 99,73,
Cuota creciente prog resión geométrica (2),25 0,22,,2.032.089,97 0,27,
Tot al 11.312 100,00 753.783.178,35 100,00,,,,
(1) Francés: Sistema de amortización de cuota fija, establecida periódicamente en función del tipo
de interés aplicado y del plazo hasta el vencimiento final del préstamo.
(2) Cuota creciente en progresión geométrica: las cuotas van aumentando en cada periodo según
un porcentaje previamente establecido.,,,,
