,Serie B,,
Vida media (años),17,92,16,17,14,42
TIR,4,360%,4,360%,4,360%
Duración (años),12,39,11,57,10,57
Vencimiento final (fecha),25/03/2042,25/06/2040,27/09/2038
Vencimiento final (años),17,92,16,17,14,42
