Cartera de Préstamos Hipotecarios a 12/02/2024,,,,
Clasificación por periodicidad de la cuota,,,,
,Préstamos,,,
,,,Principal pendiente,
Periodicidad de la cuota,Hipotecarios,,,
,,,,
,N.º,%,(euros),%
Mensual,11.312 100,00,,753.783.178,35 100,00,
Total 11.312 100,00 753.783.178,35 100,00,,,,
