Cartera de Préstamos Hipotecarios a 12/02/2024,,,,
Clasificación por el régimen legal de la vivienda en garantía,,,,
,Préstamos,,Capital pendiente,
Régimen legal de la vivienda,,,,
,Nº,%,(euros),%
,,,,
Vivienda libre,11.175 98,79,,745.007.184,75 98,84,
Vivienda protegida,137 1,21,,8.775.993,60 1,16,
Total,11.312 100,00,,753.783.178,35 100,00,
