,Serie A,,
Vida media (años),6,96,6,01,5,26
TIR,4,209%,4,209%,4,209%
Duración (años),5,67,5,01,4,48
Vencimiento final (fecha),25/03/2042,25/06/2040,27/09/2038
Vencimiento final (años),17,92,16,17,14,42
