,Bonos Serie B,,,,
Vida media (años),6,91,6,67,6,42,6,16,6,16
TIR,5,009%,5,009%,5,009%,5,009%,5,009%
Duración (años),5,62,5,45,5,28,5,10,5,10
Vencimiento final,26 05 2014,26 02 2014,26 11 2013,26 08 2013,26 08 2013
(en años),6,91,6,67,6,42,6,16,6,16
