Cartera de contratos de arrendamiento financiero seleccionados a 06.06.2007
Clasificación por fecha de próxima revisión del tipo de interés de las operaciones a interés variable,,
Mes de revisión,Operaciones
%,Capital pendiente
(euros) %
Junio-2008,988 1,47,41.651.864,81 1,57
Total,67.096 100,00,2.652.688.463,95 100,00
