Cartera de contratos de arrendamiento financiero seleccionados a 06.06.2007
Clasificación por capital de las cuotas pendientes de vencer de las operaciones,,,
Intervalo de capital
(en euros),Operaciones
Nº. %,Capital pendiente
(euros) %,
3.900.000,00 3.999.999,99,3 0,004,11.807.547,64 0,41,
4.000.000,00 4.099.999,99,2 0,002,8.114.940,55 0,28,
4.200.000,00 4.299.999,99,1 0,001,4.214.542,18 0,14,
4.400.000,00 -4.499.999,99,1 0,001,4.442.122,95 0,15,
5.400.000,00 -5.499.999,99,1 0,001,5.475.748,34 0,19,
5.600.000,00 -5.699.999,99,1 0,001,5.645.376,15 0,19,
5.900.000,00 -5.999.999,99,1 0,001,5.922.021,00 0,20,
Total 82.978 100,00 2.907.642.553,40 100,00,,,
,Capital medio:,35.041,13,
,,,
,Capital mínimo:,455,88,
,,,
,Capital máximo:,5.922.021,00,
,,,
