,Bonos Serie A1,,,,
Vida media (años),2,53,2,51,2,49,2,47,2,45
TIR,4,546%,4,546%,4,546%,4,546%,4,546%
Duración (años),2,30,2,28,2,27,2,25,2,23
Vencimiento final,26 08 2010,26 05 2010,26 05 2010,26 05 2010,26 05 2010
(en años),3,16,2,91,2,91,2,91,2,91
