Cartera de contratos de arrendamiento financiero seleccionados a 06.06.2007
Clasificación por índices de referencia máximos aplicables al tipo de interés *,,,
Intervalo % índice de
referencia máximo,Operaciones
%,Capital pendiente
(euros) %,%Tipo**
interés
Sin tipo máximo aplicable,81.881 98,68,2.879.657.130,41 99,04,3,75
3,50 - 3,59,409 0,49,3.640.706,08 0,13,2,86
4,00 - 4,09,648 0,78,22.206.834,83 0,76,2,90
4,50 - 4,59,40 0,05,2.137.882,08 0,07,2,95
Total 82.978 100,00 2.907.642.553,40 100,00,,,
* El límite máxi mo es aplicable so b re el índice de referencia, es decir, sin incluir el m argen.
**Tipo de interés nominal medio del intervalo ponderado por el capital pendiente de las cuotas del contrato.,,,
