,,,,Subscribed capital,,,Number of shares,,,Face Value,
Balance on 31-12-2002,,,901,500 euros,,,150,000,,,6.01 euros,,
Balance on 31-12-2003,,,901,500 euros,,,150,000,,,6.01 euros,,
Balance on 31-12-2004,,,901,500 euros,,,150,000,,,6.01 euros,,
