,Garantía Personal,Garantía Real,Descubiertos,Tarjetas
A,33.000,00,100.000,00,7.500,00,7.500,00
B,30.000,00,90.000,00,6.000,00,6.000,00
C,24.000,00,81.000,00,4.500,00,4.500,00
D,18.000,00,72.000,00,3.000,00,3.000,00
E,13.000,00,63.000,00,2.100,00,2.100,00
F,9.000,00,54.000,00,1.200,00,1.200,00
