Cartera de préstamos hipotecarios al día 19.05.2008
Clasificación por Deudor,,
,Préstamos
hipotecarios
%,Principal pendiente
(euros) %
Deudor 1,1 0,004,600.000,00 0,027
Deudor 2,1 0,004,585.439,39 0,027
Deudor 3,1 0,004,574.700,00 0,026
Deudor 4,1 0,004,570.000,00 0,026
Deudor 5,1 0,004,561.362,60 0,025
Deudor 6,1 0,004,548.268,79 0,025
Deudor 7,1 0,004,529.254,83 0,024
Deudor 8,2 0,009,504.361,45 0,023
Deudor 9,1 0,004,502.207,36 0,023
Deudor 10,1 0,004,501.856,92 0,023
Resto: 22.647 deudores,22.720 99,95,2.200.849.479,69 99,75
Total deudores: 22.657 22.731 100,00 2.206.326.931,03 100,00,,
